r.time,r.userid,r.advertiserid,r.orderid,r.lineitemid,r.creativeid,r.creativeversion,r.creativesize,r.adunitid,r.customtargeting,r.domain,r.countryid,r.country,r.regionid,r.region,r.metroid,r.metro,r.cityid,r.city,r.postalcodeid,r.postalcode,r.browserid,r.browser,r.osid,r.os,r.osversion,r.bandwidthid,r.bandwidth,r.timeusec,r.audiencesegmentids,r.product,r.requestedadunitsizes,r.bandwidthgroupid,r.mobiledevice,r.mobilecapability,r.mobilecarrier,r.iscompanion,r.targetedcustomcriteria,r.devicecategory,r.isinterstitial,r.year,r.month,r.date,datestring,unixtimestamp
2018-11-11-00:02:51,,23985057,185745537,123272817,74946025257,1,1x1,104335617,pos=outofpage;ed=us;espn_yxbk=tgn3%2fm%2fn99eryr5q;lssegs=_awu_;lssegs=_ba2_;lssegs=_a58_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6d_;lssegs=_awe_;lssegs=_bbl_;lssegs=_bf1_;lssegs=_bgy_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a55_;lssegs=_acl_;lssegs=_bcq_;lssegs=_a5k_;lssegs=_bga_;lssegs=_bgl_;lssegs=_bpr_;lssegs=_bps_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5p_;lssegs=_abc_;lssegs=_bd2_;lssegs=_bnl_;lssegs=_bo3_;lssegs=_br4_;lssegs=_bpe_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a49_;lssegs=_a4a_;lssegs=_ber_;lssegs=_br9_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6l_;mnr=f;pgtyp=espnfrontpage;prof=s;sp=espn;swid=f764a84d-8711-4bc5-cb14-d03d553214d9,myvzw.com,2840,United States,21155,Michigan,200505,Detroit MI,1019126,Ann Arbor,0,,500104,Safari (iPhone/iPod) Any.Any,501012,Apple iOS,iOS_12_0,502013,carrier,1541912571,,Ad Server,1x1,7,iPhone_from_Apple,Phone calls,Verizon in US,false,prof=s,Smartphone,true,2018,11,11,2018-11-11 00:00:00,1541894571
2018-11-11-00:02:51,,24523137,2310376715,4793894772,138245718668,1,320x50,104358657,hb_adid=6f808e4d2796838;hb_bidder=appnexus;hb_pb=0.23;pos=banner;ed=us;lssegs=_aw0_;lssegs=_a9j_;lssegs=_a58_;lssegs=_bgd_;lssegs=_bgo_;lssegs=_bmv_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6d_;lssegs=_aba_;lssegs=_bd8_;lssegs=_bo3_;lssegs=_bn3_;lssegs=_bpk_;lssegs=_br4_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a49_;lssegs=_a39_;lssegs=_bes_;lssegs=_boz_;lssegs=_br9_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6l_;mnr=f;pgtyp=index;prof=s;sp=cfb;swid=730fa98b-d63b-4d9e-cd59-c004d2d3894f,comcast.net,2840,United States,21138,Colorado,200751,Denver CO,9052133,Highlands Ranch,9028758,80129,500104,Safari (iPhone/iPod) Any.Any,501012,Apple iOS,iOS_12_1,502012,wifi,1541912571,,Ad Server,320x50,6,iPhone_from_Apple,Phone calls,,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541894571
2018-11-11-00:39:21,Awro787f6A8od_tFnOAG4Q,24536697,496005417,251100537,107707772697,1,300x250,21618817063,kvpos=bottom;pos=incontent2;ed=pk;kvpt=livescorecard;kvseriesid=18879;kvsite=newzealandtourofunitedarabemirates201819;mnr=f;pgtyp=game;prof=xl;sp=cricinfo;swid=83772938-58a3-444e-c482-9611f5625b36,,2586,Pakistan,9061357,Punjab,0,,1011086,Rawalpindi,0,,500072,Google Chrome Any.Any,501032,Microsoft Windows 10,,502002,cable,1541914761,,Ad Server,300x250|300x600,4,,,,false,,Desktop,false,2018,11,11,2018-11-11 00:00:00,1541896761
2018-11-11-00:15:01,_K1OqKfjEzvx3w3Wq-b2Nw,0,0,0,0,0,,109440057,pos=exclusions;ed=us;espn_yxbk=h5%2bb1i%2fn99yier2q;mnr=f;pgtyp=schedule;prof=s;ref=espn;sp=nfl;swid={b2076693-9fe0-4795-85b3-80579112d422},spcsdns.net,2840,United States,21176,Texas,200623,Dallas-Ft. Worth TX,1026339,Dallas,0,,500072,Google Chrome Any.Any,501013,Android,Android_8_0,502013,carrier,1541913301,53116|70396|155643|155883|163563|214276|267723|398163|401283|403443|410043|412083|418083|418443|422043|433803|470883|559203|560163|592083|1520043|1551843|1603563|1702563|3994803|4042083|4043643|4078683|4460678|5567965|5619445|6727312|10092483|12329239|12329359,Ad Server,1x2,7,sm-g955u_from_Samsung,Phone calls,Sprint in US,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541895301
2018-11-11-00:33:16,w0MNb4FUCr1U6Jbu4dIjtw,43928817,458473017,254695017,138232535330,1,1x3,104357337,pos=instream;ed=us;league=46;mnr=f;objid=25182565;pgtyp=story;pl=6475;pl=3975;pl=6430;pl=3059318;pl=3133628;prof=s;ref=espn;sp=nba;swid=7b27689c-13bf-44c8-c4af-a2eb2fa43399;tm=gs;tm=mil;tm=bos;tm=lac;tm=min,cosmote.net,2300,Greece,9067725,Athens,0,,9061578,Athens,0,,500072,Google Chrome Any.Any,501013,Android,Android_5_1,502013,carrier,1541914396,,Ad Server,1x3,7,p1ma40_from_Lenovo,Phone calls,Cosmote in GR,false,sp!=espys,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541896396
2018-11-11-00:51:31,ryRr33LBXQEa--uKl6-BvQ,24536697,496005417,251100417,107713566057,1,300x100,21752219481,kvpos=top;pos=promobox;ed=bd;kvpt=livescorecard;kvseriesid=18815;kvsite=zimbabwetourofbangladesh201819;mnr=f;pgtyp=liveindex;prof=xl;sp=cricinfo;swid=cc779307-58d0-4765-c720-5b785a800850,,2050,Bangladesh,9070356,Dhaka Division,0,,0,,0,,500072,Google Chrome Any.Any,501011,Microsoft Windows 7,,502017,adsl-8mbps,1541915491,,Ad Server,300x100,3,,,,false,,Desktop,false,2018,11,11,2018-11-11 00:00:00,1541897491
2018-11-11-00:51:31,LJ89B53ukfONoonUqdXDmg,24536697,496005417,251100417,138212092757,1,300x600,21731158275,kvpos=top;pos=incontent;ed=bd;kvpt=livescorecard;kvseriesid=18694;kvsite=southafricatourofaustralia201819;mnr=f;pgtyp=game;prof=xl;sp=cricinfo;swid=1487d1af-0ac4-4b49-cb07-dd689d9412b0,,2050,Bangladesh,9070356,Dhaka Division,0,,0,,0,,500015,Firefox Other.Other,501011,Microsoft Windows 7,,502017,adsl-8mbps,1541915491,,Ad Server,300x250|300x600,3,,,,false,,Desktop,false,2018,11,11,2018-11-11 00:00:00,1541897491
2018-11-11-00:57:36,,0,0,0,0,0,,104335617,pos=wallpaper;ed=us;espn_yxbk=j0prnlgp99erlk5q;lssegs=_awe_;lssegs=_bbl_;lssegs=_bf1_;lssegs=_bgy_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a56_;lssegs=_bll_;lssegs=_azj_;lssegs=_a9i_;lssegs=_a57_;lssegs=_bf2_;lssegs=_bgo_;lssegs=_bmu_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6d_;lssegs=_aia_;lssegs=_bcy_;lssegs=_a5j_;lssegs=_bnj_;lssegs=_bn4_;lssegs=_bpq_;lssegs=_bpr_;lssegs=_bps_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5p_;lssegs=_bfa_;lssegs=_be1_;mnr=f;pgtyp=espnfrontpage;prof=xl;ref=espn;sp=espn;swid=2b9bb84a-8b01-4d8a-cd77-7355bbcfe528,chas.org,2840,United States,21180,Washington,200881,Spokane WA,1027760,Spokane,9033780,99201,500160,Safari 12.Any,501008,Macintosh,,502017,adsl-8mbps,1541915856,,Ad Server,1680x1050,3,,,,false,,Desktop,false,2018,11,11,2018-11-11 00:00:00,1541897856
2018-11-11-00:33:17,VgAF_i3c5ZYyXhdGkUpbDQ,0,0,0,0,0,,21618817081,pos=exclusions;ed=pk;kvpt=livescorecard;kvseriesid=18694;kvsite=southafricatourofaustralia201819;mnr=f;pgtyp=game;prof=s;sp=cricinfomobile;swid=7985bac5-37fa-4ce9-ccfb-a50e5abb931e,,2586,Pakistan,9061356,Sindh,0,,1011081,Karachi,0,,500072,Google Chrome Any.Any,501013,Android,Android_6_0,502012,wifi,1541914397,155643|155883|156123|398163|412083|418923|453963|831925|832405|1603563|1633923|3978123|3994803|4022643|4043643|4059003|4078683|5553685|5567965|5619445|125132043,Ad Server,1x2,6,sm-a800f_from_Samsung,Phone calls,,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541896397
2018-11-11-00:02:52,,0,0,0,0,0,,122617257,pos=exclusions;ed=us;espn_yxbk=bgad1k%2fn99ewyi5q;lssegs=_abg_;lssegs=_bd2_;lssegs=_a45_;lssegs=_a43_;lssegs=_bfx_;lssegs=_bgj_;lssegs=_bjn_;lssegs=_bpk_;lssegs=_br4_;lssegs=_bph_;lssegs=_br3_;lssegs=_a5a_;lssegs=_ble_;lssegs=_aya_;lssegs=_a9h_;lssegs=_a57_;lssegs=_bf2_;lssegs=_bha_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6e_;lssegs=_blq_;lssegs=_acg_;lssegs=_bce_;lssegs=_bpw_;lssegs=_br2_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5q_;lssegs=_bli_;lssegs=_awe_;lssegs=_bbl_;lssegs=_bf1_;lssegs=_bgy_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a56_;lssegs=_blm_;lssegs=_a4a_;lssegs=_ber_;lssegs=_br9_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6m_;lssegs=_bls_;lssegs=_bfe_;lssegs=_be2_;lssegs=_bfa_;lssegs=_be6_;lssegs=_bfi_;lssegs=_bew_;mnr=f;pgtyp=game;prof=s;ref=espn;sp=nba;swid=3702b412-d8cb-4143-c18e-51b702f175e8,spcsdns.net,2840,United States,21155,Michigan,200505,Detroit MI,1019250,Detroit,0,,500104,Safari (iPhone/iPod) Any.Any,501012,Apple iOS,iOS_12_0,502013,carrier,1541912572,,Ad Server,1x2,7,iPhone_from_Apple,Phone calls,Sprint in US,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541894572
2018-11-11-00:51:32,OioolwIPxdl9vIXplHxFcg,0,0,0,0,0,,112346577,pos=exclusions;ed=us;lssegs=_avv_;lssegs=_bbj_;lssegs=_bgc_;lssegs=_bgy_;lssegs=_bq5_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a55_;lssegs=_afi_;lssegs=_bcd_;lssegs=_br2_;lssegs=_bpr_;lssegs=_bps_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5p_;lssegs=_aa9_;lssegs=_bd7_;lssegs=_bnx_;lssegs=_br4_;lssegs=_bpe_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a49_;lssegs=_a31_;lssegs=_bes_;lssegs=_a6g_;lssegs=_bqt_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6l_;mnr=f;pgtyp=scoreboard;prof=s;ref=google;sp=cfb;swid=9fb5bff8-2dd0-45b8-c54e-fffff908012e,rr.com,2840,United States,21176,Texas,200623,Dallas-Ft. Worth TX,1026547,Lancaster,9026877,75146,500072,Google Chrome Any.Any,501012,Apple iOS,iOS_12_0,502012,wifi,1541915492,,Ad Server,1x2,6,iPhone_from_Apple,Phone calls,,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541897492
2018-11-11-00:45:27,_O1_ZScqBYh9OzNT6KM6BQ,0,0,0,0,0,,121626777,pos=instream;col=salvador_rodriguez__espn_digital;col=digital_salvador_rodriguez__espn;ed=de;espn_yxbk=htstni%2fn999xbr2q;lang=es;league=1000;lssegs=_a1p_;lssegs=_a89_;lssegs=_a58_;lssegs=_bgd_;lssegs=_bgo_;lssegs=_bmv_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6d_;lssegs=_av4_;lssegs=_bbm_;lssegs=_bgc_;lssegs=_bgy_;lssegs=_bq5_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a55_;lssegs=_ai3_;lssegs=_bb7_;lssegs=_a5j_;lssegs=_bpr_;lssegs=_bps_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5p_;lssegs=_abh_;lssegs=_bd6_;lssegs=_bn3_;lssegs=_br4_;lssegs=_bpe_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a49_;lssegs=_a4i_;lssegs=_bet_;lssegs=_br9_;lssegs=_bqt_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6l_;lssegs=_be9_;mnr=f;objid=4956747;pgtyp=story;prof=m;ref=google;sp=boxing;swid=89a9549e-3641-4b06-cbd0-1ec6616e880e,comcast.net,2840,United States,21142,Florida,200528,Miami-Ft. Lauderdale FL,1015116,Miami,9011956,33185,500072,Google Chrome Any.Any,501013,Android,Android_4_4,502012,wifi,1541915127,1966|53116|65116|70396|76396|145683|155643|155883|156123|163563|170043|214276|264963|265203|266043|267483|267723|398163|401283|403443|410043|411843|412083|418083|418203|422043|433803|448563|470883|559443|560163|591123|592083|598443|832405,Ad Server,1x3,6,sm-t560_from_Samsung,,,false,,Tablet,false,2018,11,11,2018-11-11 00:00:00,1541897127
2018-11-11-00:27:12,FguKxoxLdrBdJv6sG9nZsA,0,0,0,0,0,,21618817081,pos=exclusions;ed=ww;kvpt=livescorecard;kvseriesid=18694;kvsite=southafricatourofaustralia201819;mnr=f;pgtyp=game;prof=s;sp=cricinfomobile;swid=2f5e2a69-6f1c-421d-c235-72c36da5ba33,,2124,Canada,20121,Ontario,0,,1002416,Scarborough,9000906,M1V,500104,Safari (iPhone/iPod) Any.Any,501012,Apple iOS,iOS_12_0,502012,wifi,1541914032,,Ad Server,1x2,6,iPhone_from_Apple,Phone calls,,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541896032
2018-11-11-00:39:22,HMMW6oUOcRdzBzGMCh-ZNg,0,0,0,0,0,,104335617,pos=exclusions;ed=us;espn_yxbk=bynujjk5999bgkpq;lssegs=_aye_;lssegs=_a9g_;lssegs=_a58_;lssegs=_bgd_;lssegs=_bha_;lssegs=_bmv_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6d_;lssegs=_av8_;lssegs=_bbj_;lssegs=_bgc_;lssegs=_bgy_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a55_;lssegs=_ad6_;lssegs=_bb7_;lssegs=_bnj_;lssegs=_bn4_;lssegs=_bpw_;lssegs=_br2_;lssegs=_br1_;lssegs=_a5p_;lssegs=_abl_;lssegs=_bdz_;lssegs=_bpk_;lssegs=_br4_;lssegs=_bpe_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a49_;lssegs=_a33_;lssegs=_beu_;lssegs=_br9_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6l_;mnr=f;pgtyp=espnfrontpage;prof=xl;ref=espn;sp=espn;swid=68db6efb-2bcf-4192-c1d4-e9123fc20954,optonline.net,2840,United States,21164,New Jersey,200501,New York NY,1022329,Parsippany-Troy Hills,9003506,7054,500072,Google Chrome Any.Any,501011,Microsoft Windows 7,,502020,adsl2plus-24mbps,1541914762,155643|155883|398163|401283|403443|418923|1520043|1633923|4042083|4043643|4059003|4078683|196997643|196997883|438584786|474108194|486748054,Ad Server,1x2,5,,,,false,,Desktop,false,2018,11,11,2018-11-11 00:00:00,1541896762
2018-11-11-00:57:37,bi4SyUTQTHsojQMpnqh76g,0,0,0,0,0,,349196577,pos=exclusions;ed=au;kvpt=frontpage;mnr=f;pgtyp=index;prof=l;ref=google;sp=cricinfo;swid=65ead8ee-7442-4b08-cb80-d7dd0212ed33,telstra.net,2036,Australia,20038,South Australia,0,,1000422,Adelaide,9070870,5081,500103,Safari (iPad) Any.Any,501012,Apple iOS,iOS_10_3,502012,wifi,1541915857,,Ad Server,1x2,6,iPad_from_Apple,,,false,,Tablet,false,2018,11,11,2018-11-11 00:00:00,1541897857
2018-11-11-00:57:37,m_btxcGCiWjwlbBSQSsAUw,0,0,0,0,0,,104335617,pos=exclusions;ed=us;mnr=f;pgtyp=espnfrontpage;prof=l;sp=espn;swid=c92940fd-a5ad-48f7-c8ea-d0f50832c2f4,balticservers.eu,2440,Lithuania,9062300,Kaunas County,0,,0,,0,,500072,Google Chrome Any.Any,501006,Linux,,502017,adsl-8mbps,1541915857,,Ad Server,1x2,3,,,,false,,Desktop,false,2018,11,11,2018-11-11 00:00:00,1541897857
2018-11-11-00:39:22,,0,0,0,0,0,,111457977,pos=exclusions;ed=us;espn_yxbk=8s%2fvbk%2fn99oo%2bk5q;lssegs=_abd_;lssegs=_bd7_;lssegs=_bpk_;lssegs=_br4_;lssegs=_bpe_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a5a_;lssegs=_ble_;lssegs=_avv_;lssegs=_bbj_;lssegs=_bgc_;lssegs=_bgy_;lssegs=_bq5_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a56_;lssegs=_blm_;lssegs=_acl_;lssegs=_bcq_;lssegs=_a5k_;lssegs=_bga_;lssegs=_bgl_;lssegs=_bpr_;lssegs=_bps_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5q_;lssegs=_bli_;lssegs=_awn_;lssegs=_a58_;lssegs=_bgd_;lssegs=_bgz_;lssegs=_bmv_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6e_;lssegs=_blq_;lssegs=_a38_;lssegs=_beu_;lssegs=_a6f_;lssegs=_boz_;lssegs=_box_;lssegs=_bqt_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6m_;lssegs=_bls_;lssegs=_be2_;lssegs=_bfa_;lssegs=_bey_;lssegs=_bfe_;lssegs=_be5_;mnr=f;pgtyp=game;prof=s;sp=cfb;swid=9232b73b-6c3b-4a9c-b227-9a31da4db0cd,comcast.net,2840,United States,21176,Texas,200618,Houston TX,1026515,Katy,9027758,77449,500104,Safari (iPhone/iPod) Any.Any,501012,Apple iOS,iOS_12_1,502012,wifi,1541914762,,Ad Server,1x2,6,iPhone_from_Apple,Phone calls,,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541896762
2018-11-11-00:02:52,eKpLuG-DI4ULxettC2RxPA,0,0,0,0,0,,21618955929,pos=exclusions;col=sreshth_shah_in_chennai;col=chennai_sreshth_shah_in;ed=au;kvpt=story;kvseriesid=18902;kvsite=westindiesinindia201819;kvstoryid=25231514;league=18902;league=200;mnr=f;objid=25231514;pgtyp=story;prof=s;sp=cricinfomobile;swid={8eda54c7-ada1-4bc5-83e0-b798ef202eb8};tm=4,bigpond.net.au,2036,Australia,20038,South Australia,0,,1000422,Adelaide,9070836,5073,500104,Safari (iPhone/iPod) Any.Any,501012,Apple iOS,iOS_11_4,502012,wifi,1541912572,,Ad Server,1x2,6,iPhone_from_Apple,Phone calls,,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541894572
2018-11-11-00:57:37,,0,0,0,0,0,,122885577,pos=exclusions;ed=us;lssegs=_abn_;lssegs=_bdz_;lssegs=_bn3_;lssegs=_br4_;lssegs=_bpe_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a5a_;lssegs=_ble_;lssegs=_acc_;lssegs=_bcw_;lssegs=_bpw_;lssegs=_br2_;lssegs=_br1_;lssegs=_a5q_;lssegs=_bli_;lssegs=_a30_;lssegs=_ber_;lssegs=_a6g_;lssegs=_bqt_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6m_;lssegs=_blt_;lssegs=_avv_;lssegs=_bbj_;lssegs=_bgc_;lssegs=_bgy_;lssegs=_bq5_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a56_;lssegs=_blk_;lssegs=_aym_;lssegs=_a9g_;lssegs=_a57_;lssegs=_bf2_;lssegs=_bgo_;lssegs=_bme_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6e_;lssegs=_blo_;lssegs=_be2_;lssegs=_bfa_;lssegs=_bey_;lssegs=_be5_;lssegs=_bfd_;lssegs=_bfh_;mnr=f;pgtyp=boxscore;prof=s;ref=espn;sp=nba;swid=4abe8abe-5457-4f3b-cfa6-326d852c1ed0,comcast.net,2840,United States,21180,Washington,200819,Seattle-Tacoma WA,9052397,Martha Lake,0,,500072,Google Chrome Any.Any,501013,Android,Android_7_0,502012,wifi,1541915857,,Ad Server,1x2,6,h918_from_LG,Phone calls,,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541897857
2018-11-11-00:02:52,,23985057,185745537,123272817,74946025257,1,1x1,21755370946,pos=outofpage;ed=us;lang=en;league=nba;lssegs=_awa_;lssegs=_bbj_;lssegs=_bf1_;lssegs=_bgy_;lssegs=_bq5_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a54_;lssegs=_blm_;lssegs=_a37_;lssegs=_beu_;lssegs=_a6f_;lssegs=_box_;lssegs=_bqt_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6k_;lssegs=_blu_;lssegs=_abn_;lssegs=_bdz_;lssegs=_bn3_;lssegs=_br4_;lssegs=_bpe_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a48_;lssegs=_blc_;lssegs=_acg_;lssegs=_bce_;lssegs=_bpw_;lssegs=_br2_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5q_;lssegs=_bli_;lssegs=_awu_;lssegs=_ba2_;lssegs=_a58_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6e_;lssegs=_blq_;lssegs=_bfa_;lssegs=_be2_;lssegs=_bey_;lssegs=_bfi_;lssegs=_bfe_;lssegs=_be4_;mnr=f;pgtyp=standings;prof=s;sp=nba;swid=bc9d2338-5fd6-4e98-b4f3-4be15ed3ddd2,ptd.net,2840,United States,21171,Pennsylvania,200504,Philadelphia PA,1025095,Mohnton,9007427,19540,500072,Google Chrome Any.Any,501013,Android,Android_8_0,502012,wifi,1541912572,,Ad Server,1x1,6,xt1789-05_from_Motorola,Phone calls,,false,prof=s,Smartphone,true,2018,11,11,2018-11-11 00:00:00,1541894572
2018-11-11-00:15:02,,0,0,0,0,0,,106647897,pos=exclusions;ed=us;lang=en;league=nfl;lssegs=_aw7_;lssegs=_a88_;lssegs=_a58_;lssegs=_bgd_;lssegs=_bha_;lssegs=_bmv_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6c_;lssegs=_blq_;lssegs=_awg_;lssegs=_bbs_;lssegs=_bf1_;lssegs=_bgn_;lssegs=_bq5_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a54_;lssegs=_blm_;lssegs=_a4c_;lssegs=_bet_;lssegs=_a6g_;lssegs=_box_;lssegs=_bqt_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6k_;lssegs=_blt_;lssegs=_ac0_;lssegs=_bb7_;lssegs=_bpw_;lssegs=_br2_;lssegs=_br1_;lssegs=_a5o_;lssegs=_abc_;lssegs=_bd2_;lssegs=_bnl_;lssegs=_bo3_;lssegs=_br4_;lssegs=_bpe_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a5a_;lssegs=_blc_;lssegs=_bfa_;lssegs=_bfe_;lssegs=_bfi_;lssegs=_bey_;lssegs=_be1_;mnr=f;pgtyp=standings;prof=s;sp=nfl;swid={5220d81c-4041-482a-a0d8-1c4041e82acf},,2840,United States,21143,Georgia,200524,Atlanta GA,1015254,Atlanta,0,,500072,Google Chrome Any.Any,501013,Android,Android_8_0,502013,carrier,1541913302,,Ad Server,1x2,7,sm-g930t_from_Samsung,Phone calls,T-Mobile in US,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541895302
2018-11-11-00:15:02,nF2uyXhOtrCrfUezlw-5Qw,0,0,0,0,0,,122642697,pos=exclusions;ed=us;mnr=f;pgtyp=playbyplay;prof=s;ref=espn;sp=nba;swid=ba93f9a5-583d-46f2-c68f-b9437daa5ec4,,2608,Philippines,20835,Metro Manila,0,,1011169,Makati,0,,500072,Google Chrome Any.Any,501013,Android,Android_5_1,502013,carrier,1541913302,,Ad Server,1x2,7,a51w_from_Karbonn,Phone calls,Globe in PH,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541895302
2018-11-11-00:15:03,hQcdC2vxSBtYXaEpAo0sfw,24536697,496005417,251100417,138212092757,1,300x600,349196577,kvpos=top;pos=incontent;ed=bd;kvpt=frontpage;mnr=f;pgtyp=index;prof=xl;sp=cricinfo;swid=24afe0a5-1c33-4221-c2d9-71971a1171cb,hrctech.net,2050,Bangladesh,9070356,Dhaka Division,0,,0,,0,,500072,Google Chrome Any.Any,501011,Microsoft Windows 7,,502002,cable,1541913303,155643|156123|398163|401283|403443|418083|418203|418323|418443|418923|453963|1603563|1633923|3994803|4022643|4043643|4077483|4078683|5163123|125131203|125131323|125132043|439923531|541971089,Ad Server,300x250|300x600,4,,,,false,,Desktop,false,2018,11,11,2018-11-11 00:00:00,1541895303
